nct_id	disease	type	txt
NCT00088673	alz	inclusion	Patient must be living in the community with a reliable caregiver. Participant living in an assisted living facility may be included if study medication intake is supervised and participant has a reliable caregiver.
NCT00088673	alz	inclusion	Signed informed consent from potential participant or legal representative and caregiver.
NCT00088673	alz	exclusion	Patients will not be eligible to participate in the study if they meet any of the following criteria:
NCT00088673	alz	inclusion	Severity of dementia of mild to moderate degree as assessed by the Mini Mental State Examination (MMSE) performed at the screening visit.
NCT00088673	alz	exclusion	Life expectancy less than 2 years.
NCT00088673	alz	exclusion	Potential participant with a clinically significant and/or uncontrolled condition or other significant medical disease.
NCT00088673	alz	exclusion	Use of an investigational drug within 30 days prior to the screening visit or during the entire study.
NCT00088673	alz	exclusion	Potential participant with any other cause of dementia.
NCT00088673	alz	inclusion	Diagnosis of probable Alzheimer’s disease based on the National Institute of Neurological and Communicative Disorders and Stroke/Alzheimer’s Disease and Related Disorders Association (NINCDS-ADRDA criteria).
NCT00088673	alz	inclusion	Potential participant must be treated with conventional Alzheimer’s disease therapies and must be on stable dose for at least 4 months prior to the screening visit and during the entire study period.
NCT00088673	alz	inclusion	Male or Female (age 50 years and older): Female must be of non-childbearing potential (i.e. surgically sterilized or at least 2 years post-menopausal).
NCT00088673	alz	exclusion	Previous use of 3APS. Patient recruitment is done by participating centers.
NCT00088673	alz	inclusion	Fluency in English, French or Spanish (oral and written).
NCT00088673	alz	inclusion	Patients may be included in this study if they meet all of the following criteria:
NCT00090116	alz	inclusion	Clinical diagnosis of moderate to severe Alzheimer's disease;
NCT00090116	alz	exclusion	clinically significant pulmonary, gastrointestinal, renal, hepatic, endocrine or cardiovascular disease
NCT00090116	alz	exclusion	folate deficiency;
NCT00090116	alz	exclusion	clinically significant central nervous system disease other than Alzheimer's disease;
NCT00090116	alz	inclusion	ambulatory patients
NCT00093951	alz	inclusion	Diagnosed with mild to moderate Alzheimer's disease
NCT00093951	alz	inclusion	In general good health
NCT00093951	alz	exclusion	Alzheimer's medications (Aricept, Exelon, Remydl, Nemenda)
NCT00093951	alz	inclusion	Willing caregiver
NCT00093951	alz	inclusion	55 to 90 years of age
NCT00093951	alz	exclusion	Call 1-877-MY-MEMORY and ask to be referred to a study center located near you for entry criteria information. Prohibited Meds:
NCT00097916	alz	exclusion	Oncologic diagnosis
NCT00097916	alz	inclusion	Moderate to Severe Alzheimer's Disease with a score greater than or equal to 4 on agitation/aggression domain of NPI
NCT00097916	alz	exclusion	Clinically significant gastrointestinal, renal, hepatic, endocrine or cardiovascular disease
NCT00097916	alz	exclusion	Other evidence of psychiatric disorders
NCT00097916	alz	inclusion	Stable dose of donepezil for 3 months
NCT00099242	alz	inclusion	Males, and females who are surgically sterile or one year postmenopausal
NCT00099242	alz	exclusion	Current diagnosis of active, uncontrolled seizure disorder or unstable cardiovascular disease
NCT00099242	alz	inclusion	Diagnosis of dementia of the Alzheimer's type
NCT00099242	alz	exclusion	An advanced, severe or unstable disease that may put the patient at special risk
NCT00099242	alz	inclusion	A primary caregiver willing to accept responsibility for supervising the treatment
NCT00099242	alz	exclusion	Any condition (other than Alzheimer's) that could explain patient's dementia
NCT00099710	alz	inclusion	No history of significant psychiatric or non-AD neurological disease
NCT00099710	alz	exclusion	Aspirin at doses more than 325 mg per day
NCT00099710	alz	inclusion	On stable doses of cholinesterase inhibitors and memantine (Alzheimer's medications) for 3 months prior to enrollment
NCT00099710	alz	inclusion	Proficient in English to be able to perform cognitive testing
NCT00099710	alz	exclusion	NSAIDs (e.g. ibuprofen, naproxen, etc.) taken on a regular basis (more than 3 times per week)
NCT00099710	alz	inclusion	Diagnosis of probable AD
NCT00099710	alz	exclusion	Coumadin, heparin, other anticoagulants
NCT00099710	alz	inclusion	Male or female at least 50 years old
NCT00099710	alz	exclusion	Antioxidants or other supplements including gingko biloba, coenzyme Q10, alpha-lipoic acid
NCT00099710	alz	exclusion	Vitamin E at doses more than 2,000 IU per day
NCT00099710	alz	exclusion	Current or recent major psychiatric illness (i.e. bipolar disorder, schizophrenia)
NCT00099710	alz	inclusion	Caregiver available to monitor and administer medication and to accompany patient to every clinical visit
NCT00099710	alz	exclusion	Significant, uncontrolled systemic illness (i.e. chronic renal failure, chronic liver disease, poorly controlled diabetes, or poorly controlled congestive heart failure)
NCT00099710	alz	inclusion	On stable doses of all other allowed medications for at least one month prior to starting the study medication
NCT00099710	alz	exclusion	Vitamin C at doses more than 500 mg per day
NCT00099710	alz	exclusion	Familial, autosomal dominant Alzheimer's disease due to a mutation in a known gene (Presenilin-1, Presenilin-2, or Amyloid Precursor Protein)
NCT00099710	alz	exclusion	Alcoholism or substance abuse within the past year
NCT00099710	alz	exclusion	Recent history of gastrointestinal bleeding or ulceration
NCT00103649	alz	exclusion	Use of an investigational drug within two months prior to randomization or during this study
NCT00103649	alz	exclusion	Potential participant with serious health problems other than Alzheimer's disease
NCT00103649	alz	exclusion	Potential participant with any other cause of dementia.
NCT00103649	alz	inclusion	Signed informed consent from potential participant or legal representative and identified caregiver
NCT00103649	alz	inclusion	Diagnosis of probable Alzheimer's disease using NINCDS-ADRDA criteria
NCT00103649	alz	inclusion	Potential participant must have a reliable caregiver and must be living in a community or in an assisted living facility
NCT00103649	alz	inclusion	Mother tongue is English, Spanish or French (oral and written fluency)
NCT00103649	alz	inclusion	Mild to moderate degree of severity of dementia as assessed by the Mini-Mental State Examination score of 16 to 26 (inclusive)
NCT00103649	alz	inclusion	Potential participant may be treated with conventional Alzheimer's disease therapy and must be on stable dose for at least 6 months prior to the randomization and during the entire study period
NCT00104013	alz	exclusion	Potential participant with any other cause of dementia.
NCT00104013	alz	inclusion	Signed informed consent from potential participant or legal representative and identified caregiver
NCT00104013	alz	exclusion	Potential participant with serious health problems other than Alzheimer's disease
NCT00104013	alz	inclusion	Mother tongue is English, Spanish or French (oral and written fluency)
NCT00104013	alz	inclusion	Potential participant may be treated with conventional Alzheimer's disease therapy and must be on a stable dose for at least 6 months prior to the randomization and during the entire study period
NCT00104013	alz	exclusion	Use of an investigational drug within two months prior to randomization or during this study
NCT00104013	alz	inclusion	Potential participant must have a reliable caregiver and must be living in a community or in an assisted living facility
NCT00104013	alz	inclusion	Mild to moderate degree of severity of dementia as assessed by the Mini-Mental Status Examination score of 16 to 26 (inclusive)
NCT00104013	alz	inclusion	Diagnosis of probable Alzheimer's disease using NINCDS-ADRDA criteria
NCT00104273	alz	exclusion	Drug or alcohol abuse or dependence in <= 5 years by DSM IV criteria.
NCT00104273	alz	exclusion	Any active or clinically significant conditions affecting absorption, distribution, or metabolism of the study medication (e.g., inflammatory bowel disease, gastric or duodenal ulcers, hepatic disease, or severe lactose intolerance).
NCT00104273	alz	exclusion	Uncontrolled hypertension (sitting systolic >= 160 mmHg and/or diastolic >= 95 mmHg) as assessed by the Investigator regardless of whether or not the patient is taking antihypertensive medications.
NCT00104273	alz	exclusion	Psychiatric disorders affecting the ability to assess cognition such as schizophrenia, bipolar or unipolar depression, and sleep disorders.
NCT00104273	alz	inclusion	Clinical laboratory values must be within normal limits or, if abnormal, must be judged clinically insignificant by the Investigator. 10. Patients with vitamin B12 deficiency who are on a stable dose of medication for at least 12 weeks prior to Screening and who have normal serum vitamin B12 levels at Screening will be eligible. This stable dose of vitamin B12 must be maintained throughout the study. Subjects who might otherwise have been eligible can be re-screened for Vitamin B12 before Baseline. 11. Patients with hypothyroidism who are on a stable dose of medication for at least 12 weeks prior to Screening, have normal TSH and free T4 at screening, and are considered euthyroid will be eligible. This stable dose must be maintained throughout the study. 12. Patients must have a caregiver who has daily contact with the patient (e.g., an average of 10 or more hours per week), can observe for possible adverse events, and can accompany the patient to all visits. 13. Patients must be sufficiently fluent in English to be capable of reliably completing all study assessments.
NCT00104273	alz	inclusion	Stable Aricept® dose of 10 mg daily for >= 8 weeks.
NCT00104273	alz	inclusion	Head image (CT or MRI): no evidence of focal disease to account for dementia on any head image (CT or MRI) obtained within 12 months prior to Baseline. If no such head image has been obtained prior to Screening, a head MRI will be obtained as part of the Screening evaluation; this MRI will also be used for Baseline volumetric analysis. The Baseline MRI obtained for volumetric analysis must also not show any evidence of focal disease to account for dementia.
NCT00104273	alz	inclusion	Race and ethnicity: any race and ethnic group.
NCT00104273	alz	exclusion	Dementia complicated by other organic disease or Alzheimer's Disease with delusions (DSM 290.20 or 290.12), delirium (DSM 290.30 or 290.11), or depression (DSM 290.21 or 290.13).
NCT00104273	alz	inclusion	Degree of dementia: MMSE score of >= 15 and <= 26 at Screening and Baseline.
NCT00104273	alz	inclusion	Clinical laboratory values must be within normal limits or, if abnormal, must be judged clinically insignificant by the Investigator.
NCT00104273	alz	inclusion	Patients with vitamin B12 deficiency who are on a stable dose of medication for at least 12 weeks prior to Screening and who have normal serum vitamin B12 levels at Screening will be eligible. This stable dose of vitamin B12 must be maintained throughout the study. Subjects who might otherwise have been eligible can be re-screened for Vitamin B12 before Baseline.
NCT00104273	alz	inclusion	Health: generally healthy and ambulatory or ambulatory-aided (i.e., walker or cane). Corrected vision and hearing sufficient for compliance with testing procedures.
NCT00104273	alz	inclusion	Patients must have a caregiver who has daily contact with the patient (e.g., an average of 10 or more hours per week), can observe for possible adverse events, and can accompany the patient to all visits.
NCT00104273	alz	inclusion	Age range: Adult patients, 45 to 90 years of age inclusive.
